  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\9_k
 altes_Nahwaermenetz\V1_2_5\III_kaltes_Nahwaermenetz.dck                       
                                                                               
                                                                   
 Initiated at time: 2025-01-11 AT  10:15:26
 TIME                                   ,Q_th_SW_WP                              ,Q_el_SW_WP                              ,
  +7.4750000000000000E+01,  +1.8784723740122907E+01,  +1.2289497999996501E+00,
  +7.5000000000000000E+01,  +1.9024907303364952E+01,  +1.2446632885818136E+00,
  +7.5250000000000000E+01,  +1.9238795195659581E+01,  +1.2586564399368363E+00,
  +7.5500000000000000E+01,  +1.9146834651401058E+01,  +1.2526401208236104E+00,
  +7.5750000000000000E+01,  +1.9076997100452843E+01,  +1.2480711505551283E+00,
  +7.6000000000000000E+01,  +1.9324721709089999E+01,  +1.2642779956730770E+00,
  +7.6250000000000000E+01,  +5.8861351832491174E+01,  +3.8508762525871338E+00,
  +7.6500000000000000E+01,  +9.8659488207439125E+01,  +6.4545829887092525E+00,
  +7.6750000000000000E+01,  +9.9229993414446170E+01,  +6.4919070542504729E+00,
  +7.7000000000000000E+01,  +9.7497549663349361E+01,  +6.3785656801171138E+00,
  +7.7250000000000000E+01,  +9.8079354352005566E+01,  +6.4166289897326649E+00,
  +7.7500000000000000E+01,  +1.0068784909215049E+02,  +6.5872840993606054E+00,
  +7.7750000000000000E+01,  +1.0093526792578527E+02,  +6.6034709398123574E+00,
  +7.8000000000000000E+01,  +9.7983948613872144E+01,  +6.4103872762840162E+00,
  +7.8250000000000000E+01,  +1.1334810082835757E+02,  +7.4155536046461332E+00,
  +7.8500000000000000E+01,  +1.3157294340174954E+02,  +8.6078743938923328E+00,
  +7.8750000000000000E+01,  +1.3135858320491153E+02,  +8.5938503430371540E+00,
  +7.9000000000000000E+01,  +1.3034088250382729E+02,  +8.5272694824208468E+00,
  +7.9250000000000000E+01,  +1.2783505319583034E+02,  +8.3633310359736193E+00,
  +7.9500000000000000E+01,  +1.2610570765641495E+02,  +8.2501923556184007E+00,
  +7.9750000000000000E+01,  +1.2563954297452813E+02,  +8.2196945425817347E+00,
  +8.0000000000000000E+01,  +1.2286758109562028E+02,  +8.0383449500181676E+00,
  +8.0250000000000000E+01,  +1.1987279762598185E+02,  +7.8424177382597504E+00,
  +8.0500000000000000E+01,  +1.1889626065161310E+02,  +7.7785299251651470E+00,
  +8.0750000000000000E+01,  +1.1820840587576701E+02,  +7.7335285186552785E+00,
  +8.1000000000000000E+01,  +1.1806797121669000E+02,  +7.7243408857375213E+00,
  +8.1250000000000000E+01,  +1.1762387769376315E+02,  +7.6952870303956749E+00,
  +8.1500000000000000E+01,  +1.1574973111122144E+02,  +7.5726750559185030E+00,
  +8.1750000000000000E+01,  +1.1451779115900362E+02,  +7.4920780570573555E+00,
  +8.2000000000000000E+01,  +1.1323310061389026E+02,  +7.4080299650906767E+00,
  +8.2250000000000000E+01,  +1.1132901047904156E+02,  +7.2834589986619571E+00,
  +8.2500000000000000E+01,  +1.1081984375786956E+02,  +7.2501478704916629E+00,
  +8.2750000000000000E+01,  +1.1050720822302023E+02,  +7.2296943688409989E+00,
  +8.3000000000000000E+01,  +1.0837236745550837E+02,  +7.0900270428498828E+00,
  +8.3250000000000000E+01,  +1.0767421329258269E+02,  +7.0443518212833389E+00,
  +8.3500000000000000E+01,  +1.0925106482357350E+02,  +7.1475139119507221E+00,
  +8.3750000000000000E+01,  +1.0873132402257663E+02,  +7.1135109975467978E+00,
  +8.4000000000000000E+01,  +1.0637283060874917E+02,  +6.9592116823520360E+00,
  +8.4250000000000000E+01,  +1.0429576487374213E+02,  +6.8233241625281043E+00,
  +8.4500000000000000E+01,  +1.0322747628284102E+02,  +6.7534336989635211E+00,
  +8.4750000000000000E+01,  +1.0299038488190391E+02,  +6.7379225083921659E+00,
  +8.5000000000000000E+01,  +1.0271993787933707E+02,  +6.7202290999442624E+00,
  +8.5250000000000000E+01,  +1.0220133085597902E+02,  +6.6863003604827940E+00,
  +8.5500000000000000E+01,  +1.0126665590659960E+02,  +6.6251512795596055E+00,
  +8.5750000000000000E+01,  +1.0035499552634579E+02,  +6.5655078768947339E+00,
  +8.6000000000000000E+01,  +9.9204773377896700E+01,  +6.4902570880703871E+00,
  +8.6250000000000000E+01,  +9.9596990654214054E+01,  +6.5159170525157020E+00,
  +8.6500000000000000E+01,  +1.0072978037695856E+02,  +6.5900273627054125E+00,
  +8.6750000000000000E+01,  +1.0071361312856891E+02,  +6.5889696555519892E+00,
  +8.7000000000000000E+01,  +1.0066528329891707E+02,  +6.5858077812914813E+00,
  +8.7250000000000000E+01,  +1.0016689698358201E+02,  +6.5532019377865618E+00,
  +8.7500000000000000E+01,  +1.0090414663128598E+02,  +6.6014348966328171E+00,
  +8.7750000000000000E+01,  +1.0231027528173466E+02,  +6.6934278131989338E+00,
  +8.8000000000000000E+01,  +1.0255836786965777E+02,  +6.7096587325633887E+00,
  +8.8250000000000000E+01,  +1.0175040976926746E+02,  +6.6567998265917288E+00,
  +8.8500000000000000E+01,  +1.0225618856386453E+02,  +6.6898893070154672E+00,
  +8.8750000000000000E+01,  +1.0330588408586931E+02,  +6.7585633593824390E+00,
  +8.9000000000000000E+01,  +1.0360016087645872E+02,  +6.7778157800164953E+00,
  +8.9250000000000000E+01,  +1.0502045296441105E+02,  +6.8707353087557923E+00,
  +8.9500000000000000E+01,  +1.0501839029634588E+02,  +6.8706003631722847E+00,
  +8.9750000000000000E+01,  +1.0380660882879020E+02,  +6.7913221894392866E+00,
  +9.0000000000000000E+01,  +1.0346987404999179E+02,  +6.7692920470330220E+00,
  +9.0250000000000000E+01,  +1.0329226716233734E+02,  +6.7576725017002746E+00,
  +9.0500000000000000E+01,  +1.0353044798928940E+02,  +6.7732549656053083E+00,
  +9.0750000000000000E+01,  +1.0361611006031808E+02,  +6.7788592207710838E+00,
  +9.1000000000000000E+01,  +6.2282643265165291E+01,  +4.0747068225808061E+00,
  +9.1250000000000000E+01,  +2.0173282279175471E+01,  +1.3197932301434512E+00,
  +9.1500000000000000E+01,  +1.9308653585896224E+01,  +1.2632267735705562E+00,
  +9.1750000000000000E+01,  +1.9251750178815850E+01,  +1.2595039916059030E+00,
  +9.2000000000000000E+01,  +1.9555284081256158E+01,  +1.2793620387008606E+00,
  +9.2250000000000000E+01,  +1.7327109845392055E+01,  +1.1335885730160442E+00,
  +9.2500000000000000E+01,  +1.4682220549947903E+01,  +9.6055242856029199E-01,
  +9.2750000000000000E+01,  +1.4597215831960536E+01,  +9.5499117929121347E-01,
  +9.3000000000000000E+01,  +1.4735240036769969E+01,  +9.6402111346763975E-01,
  +9.3250000000000000E+01,  +1.4875245863673641E+01,  +9.7318069097074378E-01,
  +9.3500000000000000E+01,  +1.4821432614762930E+01,  +9.6966007590069658E-01,
  +9.3750000000000000E+01,  +1.4784816664286417E+01,  +9.6726455677369483E-01,
  +9.4000000000000000E+01,  +1.3885636788513530E+01,  +9.0843766403986703E-01,
  +9.4250000000000000E+01,  +1.2994962277513569E+01,  +8.5016721634516879E-01,
  +9.4500000000000000E+01,  +1.2976060381824997E+01,  +8.4893060082462912E-01,
  +9.4750000000000000E+01,  +1.2975222122734682E+01,  +8.4887575954212524E-01,
  +9.5000000000000000E+01,  +1.3323863471190883E+01,  +8.7168486343869678E-01,
  +9.5250000000000000E+01,  +1.3691187123965296E+01,  +8.9571621656677325E-01,
  +9.5500000000000000E+01,  +1.3749511082031436E+01,  +8.9953193499799367E-01,
  +9.5750000000000000E+01,  +1.3789489378395515E+01,  +9.0214742831057404E-01,
  +9.6000000000000000E+01,  +1.4053701333801310E+01,  +9.1943292232398477E-01,
  +9.6250000000000000E+01,  +1.4299614012645591E+01,  +9.3552122586594999E-01,
  +9.6500000000000000E+01,  +1.4282106555675234E+01,  +9.3437583847351968E-01,
  +9.6750000000000000E+01,  +1.4261681548931598E+01,  +9.3303957671636817E-01,
  +9.7000000000000000E+01,  +1.4534935700640979E+01,  +9.5091663680722471E-01,
  +9.7250000000000000E+01,  +1.4806860398593120E+01,  +9.6870672027006843E-01,
  +9.7500000000000000E+01,  +1.4783133198292397E+01,  +9.6715441966306825E-01,
  +9.7750000000000000E+01,  +1.4766913167356787E+01,  +9.6609325932607959E-01,
  +9.8000000000000000E+01,  +1.5023303787884782E+01,  +9.8286705947234698E-01,
  +9.8250000000000000E+01,  +1.5284991241466948E+01,  +9.9998739343048249E-01,
  +9.8500000000000000E+01,  +1.5286493402196530E+01,  +1.0000856690374984E+00,
  +9.8750000000000000E+01,  +1.5260206254669697E+01,  +9.9836588943665927E-01,
  +9.9000000000000000E+01,  +1.5410645423432882E+01,  +1.0082080456973199E+00,
  +9.9250000000000000E+01,  +1.5531339876618560E+01,  +1.0161042184681117E+00,
  +9.9500000000000000E+01,  +1.5417630757511994E+01,  +1.0086650460257898E+00,
  +9.9750000000000000E+01,  +1.5333326270990401E+01,  +1.0031496078813102E+00,
  +1.0000000000000000E+02,  +1.5515729962791934E+01,  +1.0150829737194189E+00,
  +1.0025000000000000E+02,  +5.4902541435628393E+01,  +3.5918796704298273E+00,
  +1.0050000000000000E+02,  +9.4437364225288391E+01,  +6.1783596864546126E+00,
  +1.0075000000000000E+02,  +9.4847665597102250E+01,  +6.2052027636169989E+00,
  +1.0100000000000000E+02,  +9.2955610216017533E+01,  +6.0814191448456585E+00,
  +1.0125000000000000E+02,  +9.3185761082845431E+01,  +6.0964762660293870E+00,
  +1.0150000000000000E+02,  +9.5643334055413618E+01,  +6.2572576464162166E+00,
  +1.0175000000000000E+02,  +9.5903132110807036E+01,  +6.2742543705966254E+00,
  +1.0200000000000000E+02,  +9.2739486589808905E+01,  +6.0672797254494082E+00,
  +1.0225000000000000E+02,  +1.0516507213800810E+02,  +6.8801967044583332E+00,
  +1.0250000000000000E+02,  +1.2065456672128933E+02,  +7.8935632853870645E+00,
  +1.0275000000000000E+02,  +1.2047244258267291E+02,  +7.8816482087096427E+00,
  +1.0300000000000000E+02,  +1.1785608779773943E+02,  +7.7104788727026241E+00,
  +1.0325000000000000E+02,  +1.1533425231868225E+02,  +7.5454932572368163E+00,
  +1.0350000000000000E+02,  +1.1532794500127190E+02,  +7.5450806146780423E+00,
  +1.0375000000000000E+02,  +1.1522937178794545E+02,  +7.5386316760362613E+00,
  +1.0400000000000000E+02,  +1.1291349046338442E+02,  +7.3871201643410895E+00,
  +1.0425000000000000E+02,  +1.1040205716083190E+02,  +7.2228150887071063E+00,
  +1.0450000000000000E+02,  +1.0968844293840746E+02,  +7.1761284262861826E+00,
  +1.0475000000000000E+02,  +1.0973143882108813E+02,  +7.1789413386373164E+00,
  +1.0500000000000000E+02,  +1.1057953061654742E+02,  +7.2344259045447092E+00,
  +1.0525000000000000E+02,  +1.1117345265631864E+02,  +7.2732819655701491E+00,
  +1.0550000000000000E+02,  +1.1167206974099581E+02,  +7.3059029066586554E+00,
  +1.0575000000000000E+02,  +1.0907022231330544E+02,  +7.1356826830276860E+00,
  +1.0600000000000000E+02,  +1.0314613730591866E+02,  +6.7481122728513334E+00,
  +1.0625000000000000E+02,  +1.0027105684579638E+02,  +6.5600163708124217E+00,
  +1.0650000000000000E+02,  +9.9374154152325303E+01,  +6.5013384577906779E+00,
  +1.0675000000000000E+02,  +9.9310598664490385E+01,  +6.4971804778733695E+00,
  +1.0700000000000000E+02,  +9.6575270515014381E+01,  +6.3182275675863879E+00,
  +1.0725000000000000E+02,  +9.2541401590828173E+01,  +6.0543204441073923E+00,
  +1.0750000000000000E+02,  +9.1220304440121538E+01,  +5.9678905289485549E+00,
  +1.0775000000000000E+02,  +9.0786084555375098E+01,  +5.9394826349652536E+00,
  +1.0800000000000000E+02,  +8.9864528102619360E+01,  +5.8791918032250186E+00,
  +1.0825000000000000E+02,  +8.8172743497872716E+01,  +5.7685104655375747E+00,
  +1.0850000000000000E+02,  +8.7974074905813623E+01,  +5.7555130038844267E+00,
  +1.0875000000000000E+02,  +8.7550706822557927E+01,  +5.7278150654722690E+00,
  +1.0900000000000000E+02,  +8.5866297114597856E+01,  +5.6176162144083319E+00,
  +1.0925000000000000E+02,  +8.3838057035380004E+01,  +5.4849230071943227E+00,
  +1.0950000000000000E+02,  +8.3899095587889008E+01,  +5.4889163220780537E+00,
  +1.0975000000000000E+02,  +8.3748952228132254E+01,  +5.4790935184799245E+00,
  +1.1000000000000000E+02,  +8.2888284007781195E+01,  +5.4227861672566924E+00,
  +1.1025000000000000E+02,  +8.4219562071412511E+01,  +5.5098821465576329E+00,
  +1.1050000000000000E+02,  +8.4706696149207204E+01,  +5.5417518368315495E+00,
  +1.1075000000000000E+02,  +8.4611082173570409E+01,  +5.5354964998959826E+00,
  +1.1100000000000000E+02,  +8.5915500951219741E+01,  +5.6208352686788254E+00,
  +1.1125000000000000E+02,  +8.6011785883397664E+01,  +5.6271345014905538E+00,
  +1.1150000000000000E+02,  +8.5900273701310965E+01,  +5.6198390588868250E+00,
  +1.1175000000000000E+02,  +8.9345109735751734E+01,  +5.8452099833745264E+00,
  +1.1200000000000000E+02,  +9.0767131910730470E+01,  +5.9382426993043564E+00,
  +1.1225000000000000E+02,  +8.9860118326260093E+01,  +5.8789033031730753E+00,
  +1.1250000000000000E+02,  +9.2540373318016421E+01,  +6.0542531715893704E+00,
  +1.1275000000000000E+02,  +9.4332579983745120E+01,  +6.1715044047656589E+00,
  +1.1300000000000000E+02,  +9.3947305754579062E+01,  +6.1462986741182970E+00,
  +1.1325000000000000E+02,  +9.4787740946634358E+01,  +6.2012823233578604E+00,
  +1.1350000000000000E+02,  +9.7296373620609970E+01,  +6.3654041739427525E+00,
  +1.1375000000000000E+02,  +9.6795284595879977E+01,  +6.3326215115388012E+00,
  +1.1400000000000000E+02,  +9.5802685750784605E+01,  +6.2676828853957760E+00,
  +1.1425000000000000E+02,  +9.6210410214210555E+01,  +6.2943573739171077E+00,
  +1.1450000000000000E+02,  +9.5622520668531138E+01,  +6.2558959757310149E+00,
  +1.1475000000000000E+02,  +9.5735448929124075E+01,  +6.2632840621990402E+00,
  +1.1500000000000000E+02,  +5.6552814388993824E+01,  +3.6998451983790828E+00,
  +1.1525000000000000E+02,  +1.7133101840240581E+01,  +1.1208960201508684E+00,
  +1.1550000000000000E+02,  +1.6987556205841024E+01,  +1.1113740127601444E+00,
  +1.1575000000000000E+02,  +1.6997341138524170E+01,  +1.1120141707539657E+00,
  +1.1600000000000000E+02,  +1.7407393324435450E+01,  +1.1388409454692476E+00,
  +1.1625000000000000E+02,  +1.5281622737614565E+01,  +9.9976701637341447E-01,
  +1.1650000000000000E+02,  +1.2742478164370585E+01,  +8.3364899096997203E-01,
  +1.1675000000000000E+02,  +1.2724955696050653E+01,  +8.3250262149256071E-01,
  +1.1700000000000000E+02,  +1.2876793655877510E+01,  +8.4243629062409031E-01,
  +1.1725000000000000E+02,  +1.2996625220601192E+01,  +8.5027601078916581E-01,
  +1.1750000000000000E+02,  +1.2904063710517002E+01,  +8.4422037479050271E-01,
  +1.1775000000000000E+02,  +1.2831207713396449E+01,  +8.3945392922927065E-01,
  +1.1800000000000000E+02,  +1.1992235593745121E+01,  +7.8456599832781593E-01,
  +1.1825000000000000E+02,  +1.1164796177469093E+01,  +7.3043256952618485E-01,
  +1.1850000000000000E+02,  +1.1123573782290578E+01,  +7.2773568374755959E-01,
  +1.1875000000000000E+02,  +1.1107738141264720E+01,  +7.2669967128653912E-01,
  +1.1900000000000000E+02,  +1.1474358313863107E+01,  +7.5068500075019595E-01,
  +1.1925000000000000E+02,  +1.1863323672580458E+01,  +7.7613221554108824E-01,
  +1.1950000000000000E+02,  +1.1917721707209843E+01,  +7.7969108894817296E-01,
  +1.1975000000000000E+02,  +1.1958043814147029E+01,  +7.8232907532165241E-01,
  +1.2000000000000000E+02,  +1.2251472019891596E+01,  +8.0152597913311519E-01,
  +1.2025000000000000E+02,  +1.2527707798817458E+01,  +8.1959810571640801E-01,
  +1.2050000000000000E+02,  +1.2518717454475784E+01,  +8.1900993194108496E-01,
  +1.2075000000000000E+02,  +1.2504621983310226E+01,  +8.1808776631813185E-01,
  +1.2100000000000000E+02,  +1.2727269683233697E+01,  +8.3265400908415621E-01,
  +1.2125000000000000E+02,  +1.2945023010605953E+01,  +8.4690004814363939E-01,
  +1.2150000000000000E+02,  +1.2918144750755717E+01,  +8.4514159630137287E-01,
  +1.2175000000000000E+02,  +1.2893234111890987E+01,  +8.4351187179361853E-01,
  +1.2200000000000000E+02,  +1.3086645025600671E+01,  +8.5616536124651743E-01,
  +1.2225000000000000E+02,  +1.3278326804238842E+01,  +8.6870572578846716E-01,
  +1.2250000000000000E+02,  +1.3249856292691366E+01,  +8.6684310433306477E-01,
  +1.2275000000000000E+02,  +1.3221448405496258E+01,  +8.6498457994006184E-01,
  +1.2300000000000000E+02,  +1.3425853207718848E+01,  +8.7835732069929207E-01,
  +1.2325000000000000E+02,  +1.3632010632166956E+01,  +8.9184472296557027E-01,
  +1.2350000000000000E+02,  +1.3607037237907349E+01,  +8.9021089282224475E-01,
  +1.2375000000000000E+02,  +1.3575886407444344E+01,  +8.8817291731635195E-01,
  +1.2400000000000000E+02,  +1.3754917050265430E+01,  +8.9988560874224899E-01,
  +1.2425000000000000E+02,  +2.7149014327045528E+01,  +1.7761653665496993E+00,
  +1.2450000000000000E+02,  +3.8940334994138055E+01,  +2.5475869416566796E+00,
  +1.2475000000000000E+02,  +3.7556577289925883E+01,  +2.4570575957176057E+00,
  +1.2500000000000000E+02,  +3.7163409782714588E+01,  +2.4313354644774408E+00,
  +1.2525000000000000E+02,  +3.6777093132820454E+01,  +2.4060615357153230E+00,
  +1.2550000000000000E+02,  +3.6827911181080182E+01,  +2.4093861962804271E+00,
  +1.2575000000000000E+02,  +3.6850552877405278E+01,  +2.4108674801446632E+00,
  +1.2600000000000000E+02,  +3.6174394024548775E+01,  +2.3666312540238019E+00,
  +1.2625000000000000E+02,  +3.4325211583290546E+01,  +2.2456525043340663E+00,
  +1.2650000000000000E+02,  +3.3123167661826017E+01,  +2.1670113884299065E+00,
  +1.2675000000000000E+02,  +3.3095365986286438E+01,  +2.1651925241193792E+00,
  +1.2700000000000000E+02,  +3.2642382148360973E+01,  +2.1355570392049796E+00,
  +1.2725000000000000E+02,  +3.2749343665645597E+01,  +2.1425547644360319E+00,
  +1.2750000000000000E+02,  +3.2903727001567269E+01,  +2.1526549592767452E+00,
  +1.2775000000000000E+02,  +3.2574347543224853E+01,  +2.1311060227550280E+00,
  +1.2800000000000000E+02,  +3.2231542669345281E+01,  +2.1086787575462584E+00,
  +1.2825000000000000E+02,  +3.2171559388089300E+01,  +2.1047544814950006E+00,
  +1.2850000000000000E+02,  +3.2437060727919743E+01,  +2.1221243306872637E+00,
  +1.2875000000000000E+02,  +3.1475387829641363E+01,  +2.0592089675254432E+00,
  +1.2900000000000000E+02,  +3.2746653906849616E+01,  +2.1423787928018410E+00,
  +1.2925000000000000E+02,  +3.4674446729485616E+01,  +2.2685004561595461E+00,
  +1.2950000000000000E+02,  +3.4297715119920483E+01,  +2.2438536078676168E+00,
  +1.2975000000000000E+02,  +3.3924563408374794E+01,  +2.2194409666375465E+00,
  +1.3000000000000000E+02,  +3.3462705184414347E+01,  +2.1892248942684849E+00,
  +1.3025000000000000E+02,  +3.3302808443448782E+01,  +2.1787639968632968E+00,
  +1.3050000000000000E+02,  +3.3292013857760665E+01,  +2.1780577845119193E+00,
  +1.3075000000000000E+02,  +3.2784486417086569E+01,  +2.1448539027120219E+00,
  +1.3100000000000000E+02,  +3.2925632585487946E+01,  +2.1540880845838100E+00,
  +1.3125000000000000E+02,  +3.2745875032124474E+01,  +2.1423278366126031E+00,
  +1.3150000000000000E+02,  +3.1515862225326153E+01,  +2.0618569170598668E+00,
  +1.3175000000000000E+02,  +3.1256849811569779E+01,  +2.0449115917792278E+00,
  +1.3200000000000000E+02,  +3.1393623759175540E+01,  +2.0538597305903532E+00,
  +1.3225000000000000E+02,  +3.1057698720727750E+01,  +2.0318825636899160E+00,
  +1.3250000000000000E+02,  +3.1100464842794750E+01,  +2.0346804444513320E+00,
  +1.3275000000000000E+02,  +3.1006565970541466E+01,  +2.0285373144339665E+00,
  +1.3300000000000000E+02,  +3.0516380743102275E+01,  +1.9964680093135794E+00,
  +1.3325000000000000E+02,  +3.0541146647341975E+01,  +1.9980882648724718E+00,
  +1.3350000000000000E+02,  +3.0734163257326713E+01,  +2.0107159578595502E+00,
  +1.3375000000000000E+02,  +3.0499073009641869E+01,  +1.9953356883985169E+00,
  +1.3400000000000000E+02,  +3.0555061697408178E+01,  +1.9989986268363966E+00,
  +1.3425000000000000E+02,  +3.0993736322352142E+01,  +2.0276979625332165E+00,
  +1.3450000000000000E+02,  +3.0907398614417573E+01,  +2.0220495052885679E+00,
  +1.3475000000000000E+02,  +3.0784889580621794E+01,  +2.0140346175178263E+00,
  +1.3500000000000000E+02,  +3.0902775718890190E+01,  +2.0217470623773814E+00,
  +1.3525000000000000E+02,  +3.1025057863476029E+01,  +2.0297471064137658E+00,
  +1.3550000000000000E+02,  +3.1190207231826626E+01,  +2.0405516455708161E+00,
  +1.3575000000000000E+02,  +3.1401658441262931E+01,  +2.0543853822358584E+00,
  +1.3600000000000000E+02,  +3.1735579633301292E+01,  +2.0762314518320091E+00,
  +1.3625000000000000E+02,  +3.2013681265196254E+01,  +2.0944256477981118E+00,
  +1.3650000000000000E+02,  +3.2215294957787961E+01,  +2.1076157862646436E+00,
  +1.3675000000000000E+02,  +3.2405362316368063E+01,  +2.1200505308765409E+00,
  +1.3700000000000000E+02,  +3.2576388971717797E+01,  +2.1312395787855998E+00,
  +1.3725000000000000E+02,  +3.2766903831892435E+01,  +2.1437036002185308E+00,
  +1.3750000000000000E+02,  +3.2802207037087037E+01,  +2.1460132358332715E+00,
  +1.3775000000000000E+02,  +3.2707220428596727E+01,  +2.1397989430322824E+00,
  +1.3800000000000000E+02,  +3.2771973698171855E+01,  +2.1440352852215319E+00,
  +1.3825000000000000E+02,  +3.2878116363493689E+01,  +2.1509794388392973E+00,
  +1.3850000000000000E+02,  +3.2845148184524795E+01,  +2.1488225672498773E+00,
  +1.3875000000000000E+02,  +3.2813022737961361E+01,  +2.1467208295999005E+00,
  +1.3900000000000000E+02,  +2.5177861572961138E+01,  +1.6472069737399830E+00,
  +1.3925000000000000E+02,  +1.7548931255114478E+01,  +1.1481007575381803E+00,
  +1.3950000000000000E+02,  +1.7551091878342017E+01,  +1.1482421116256873E+00,
  +1.3975000000000000E+02,  +1.7537090099852012E+01,  +1.1473260756427799E+00,
  +1.4000000000000000E+02,  +1.7729279969224393E+01,  +1.1598996809187869E+00,
  +1.4025000000000000E+02,  +1.5379340701018716E+01,  +1.0061600021443684E+00,
  +1.4050000000000000E+02,  +1.2784568003930604E+01,  +8.3640262741546401E-01,
  +1.4075000000000000E+02,  +1.2733784673146834E+01,  +8.3308023816590993E-01,
  +1.4100000000000000E+02,  +1.2951650769793583E+01,  +8.4733365491054036E-01,
  +1.4125000000000000E+02,  +1.3178592787237395E+01,  +8.6218084408444229E-01,
  +1.4150000000000000E+02,  +1.3400135647110949E+01,  +8.7667480508698892E-01,
  +1.4175000000000000E+02,  +1.3397752172441752E+01,  +8.7651887142735485E-01,
  +1.4200000000000000E+02,  +1.3339305196556218E+01,  +8.7269510482216961E-01,
